"GEOID","Tract","County","State","POV_P","NOHSDP_P","NONEMP_P","RENT_P","CROWD_P","SNGPNT_P","NOVEH_P","B01001_001","SDI_2023_Raw","SDI_2023"
"01001020803","Census Tract 208.03"," Autauga County"," Alabama",0.12938064800529,0.144799241226684,0.412439837097371,0.251890634089587,0.0302501454333915,0.0384263494967978,0.121582315299593,4540,0.385010859494019,66
"01001020804","Census Tract 208.04"," Autauga County"," Alabama",0.0245132127955494,0.0463903376338183,0.202992659514399,0.136657433056325,0,0.118653421633554,0,5752,-1.45485103032668,7
"01001020805","Census Tract 208.05"," Autauga County"," Alabama",0.0272346368715084,0.0437853107344633,0.266627771295216,0.147747747747748,0,0.0574412532637076,0.0675675675675676,2891,-1.25908344887473,12
"01001020901","Census Tract 209.01"," Autauga County"," Alabama",0.0864381520119225,0.0869565217391304,0.329675354366712,0.0309372156505914,0.0454959053685168,0.0112485939257593,0.0300272975432211,3357,-0.528770911747965,34
"01001020902","Census Tract 209.02"," Autauga County"," Alabama",0.05320813771518,0.0781910397295013,0.260224948875256,0.127511591962906,0.00850077279752705,0.151069518716578,0.0200927357032458,3195,-0.751946376508923,27
"01001021000","Census Tract 210"," Autauga County"," Alabama",0.224622030237581,0.199186991869919,0.360418743768694,0.1331569664903,0.00705467372134039,0.131612903225806,0.0255731922398589,2820,0.482259340354445,69
"01001021100","Census Tract 211"," Autauga County"," Alabama",0.230528899799152,0.130405405405405,0.491168733558812,0.0917375455650061,0.0486026731470231,0.228467815049864,0.0449574726609964,4481,0.694052936257878,76
"01003010100","Census Tract 101"," Baldwin County"," Alabama",0.159135559921415,0.14078431372549,0.422756706753006,0.143956889915319,0.0192455735180908,0.0846394984326019,0.0346420323325635,3607,0.261355818967025,62
"01003010200","Census Tract 102"," Baldwin County"," Alabama",0.0928005284015852,0.108082706766917,0.288491854965843,0.300937766410912,0.00767263427109974,0.208333333333333,0.0383631713554987,3028,0.0668331047623721,55
"01003010300","Census Tract 103"," Baldwin County"," Alabama",0.0872593718338399,0.0913669064748201,0.298452981053363,0.137599469496021,0.0109416445623342,0.0388588293162814,0.0122679045092838,8561,-0.578267579531942,32
"01003010400","Census Tract 104"," Baldwin County"," Alabama",0.123009424764381,0.249162011173184,0.348171701112878,0.156447249774572,0.0036068530207394,0.00550206327372765,0.0135256988277728,6181,-0.124388686804511,49
"01003010500","Census Tract 105"," Baldwin County"," Alabama",0.132735002361833,0.179734953064605,0.387925497752087,0.229766431287344,0,0.112616426756986,0.0434546442151005,4875,0.194341473970808,60
"01003010600","Census Tract 106"," Baldwin County"," Alabama",0.475948690539818,0.142658638258453,0.361711919005982,0.379136690647482,0.00863309352517986,0.321782178217822,0.0992805755395683,3801,1.21914643795714,90
"01003010704","Census Tract 107.04"," Baldwin County"," Alabama",0.0666666666666667,0.0325528269560251,0.256470588235294,0.0995599559955996,0.0401540154015402,0.0740740740740741,0.0088008800880088,5100,-0.900237298620155,22
"01003010706","Census Tract 107.06"," Baldwin County"," Alabama",0.0336222747570265,0.0161550888529887,0.281822242072354,0.123795404002965,0,0.105102040816327,0.011119347664937,3836,-1.47510883648834,7
"01003010707","Census Tract 107.07"," Baldwin County"," Alabama",0.0232438016528926,0.0285483436574199,0.276909466234149,0.202369200394867,0,0.0445682451253482,0.0987166831194472,5905,-1.26679390545872,11
"01003010708","Census Tract 107.08"," Baldwin County"," Alabama",0.103174603174603,0.057707203718048,0.257626680455016,0.302153276221348,0.0120398240333411,0.0919732441471572,0.0574206992359342,13352,-0.126661725510397,48
"01003010709","Census Tract 107.09"," Baldwin County"," Alabama",0.0423096930813248,0.0245274852113692,0.238796414852753,0.107668067226891,0.00656512605042017,0.061767500791891,0,11534,-1.40981399472583,8
"01003010710","Census Tract 107.10"," Baldwin County"," Alabama",0.083712465878071,0.0201834862385321,0.218010684304248,0.370314842578711,0.00712143928035982,0.140012445550716,0,6673,-0.5963123679395,32
"01003010711","Census Tract 107.11"," Baldwin County"," Alabama",0.0202196704942586,0.0835492227979275,0.199403652627656,0.459729570840682,0.012933568489124,0.0289532293986637,0.0299823633156966,4041,-0.832574702478367,24
"01003010800","Census Tract 108"," Baldwin County"," Alabama",0.0534618755477651,0.0836820083682008,0.252747252747253,0.280971081756516,0,0.0453103760761214,0.00535523027490182,7077,-0.891137282095952,22
"01003010903","Census Tract 109.03"," Baldwin County"," Alabama",0.149579831932773,0.0748119536491157,0.341642512077295,0.248487467588591,0.0423509075194468,0.221873364730508,0.0190146931719965,8159,0.350432118805161,65
"01003010904","Census Tract 109.04"," Baldwin County"," Alabama",0.0765408889485699,0.0996001454016721,0.374333925399645,0.187778922073464,0,0.104303086997194,0.0109852385856505,7473,-0.56998810219952,33
"01003010906","Census Tract 109.06"," Baldwin County"," Alabama",0.21853595890411,0.106771653543307,0.41364099083814,0.263919821826281,0.0178173719376392,0.162627052384676,0.0233853006681514,4818,0.605905065069323,73
"01003010907","Census Tract 109.07"," Baldwin County"," Alabama",0.0409201504092015,0.0399239543726236,0.214125918823905,0.162790697674419,0.0664451827242525,0.0914127423822715,0.0112956810631229,4539,-0.94400718402051,21
"01003010908","Census Tract 109.08"," Baldwin County"," Alabama",0.0871276959945224,0.111083499005964,0.243236472945892,0.33587422582182,0.0152453549309195,0.0967741935483871,0.0123868508813721,5849,-0.150109150337861,48
"01003011000","Census Tract 110"," Baldwin County"," Alabama",0.126791434833923,0.230264817150063,0.311104582843713,0.161538461538462,0.0783653846153846,0.142163661581137,0.0129807692307692,5934,0.37017394267272,66
"01003011102","Census Tract 111.02"," Baldwin County"," Alabama",0.0938935193060044,0.0578974098527171,0.22395427383736,0.141008478357876,0.00937081659973226,0.104683195592287,0.0035698348951361,5879,-0.609226557368167,31
"01003011103","Census Tract 111.03"," Baldwin County"," Alabama",0.0896199659671015,0.0242402315484805,0.325523429710867,0.0540872771972956,0,0.0248847926267281,0,3526,-1.19352006114457,13
"01003011104","Census Tract 111.04"," Baldwin County"," Alabama",0.0895541240368827,0.0956727518593644,0.233555370524563,0.147150907952411,0.00532247964934252,0.100042753313382,0.0453976205385097,8046,-0.372768532964812,40
"01003011201","Census Tract 112.01"," Baldwin County"," Alabama",0.0695954762940409,0.0234595816845676,0.214163822525597,0.333976833976834,0,0.0389140271493213,0.00868725868725869,4644,-0.999029105191383,19
"01003011202","Census Tract 112.02"," Baldwin County"," Alabama",0.0845181674565561,0.106633243347474,0.390971039182283,0.257779349363508,0.0053041018387553,0.031540847983454,0.0297029702970297,6418,-0.324341284579446,41
"01003011300","Census Tract 113"," Baldwin County"," Alabama",0.122903998525889,0.0613428507695739,0.514032073310424,0.132396764580673,0.00042571306939123,0.00669269380925823,0.0208599404001703,5427,-0.487230287497894,36
"01003011409","Census Tract 114.09"," Baldwin County"," Alabama",0.118872328963907,0.0979293544457978,0.21373820754717,0.0842198581560284,0.0110815602836879,0.0352035203520352,0.00531914893617021,5569,-0.487173076159568,36
"01003011410","Census Tract 114.10"," Baldwin County"," Alabama",0.153881915388192,0.101283018867925,0.27367405978785,0.205627057767136,0.0272373540856031,0.13630289532294,0.0074827895839569,8627,0.210255768293146,60
"01003011411","Census Tract 114.11"," Baldwin County"," Alabama",0.19993717606408,0.0282958199356913,0.366092715231788,0.346895826025956,0.0627849877236058,0.0764488286066584,0.00455980357769204,6367,0.214146671128367,60
"01003011412","Census Tract 114.12"," Baldwin County"," Alabama",0.149369266055046,0.0233644859813084,0.181075268817204,0.570461538461538,0.0110769230769231,0.207805907172996,0.0104615384615385,3488,0.114212049476227,57
"01003011413","Census Tract 114.13"," Baldwin County"," Alabama",0.0575275397796818,0.0855051244509517,0.156767955801105,0.351778656126482,0.0207509881422925,0.079646017699115,0.0217391304347826,4109,-0.474631715109474,36
"01003011414","Census Tract 114.14"," Baldwin County"," Alabama",0.0198732718894009,0.0324303700877528,0.183879093198992,0.176514032496307,0,0.0147559591373439,0.0155096011816839,3494,-1.60646354614968,4
"01003011415","Census Tract 114.15"," Baldwin County"," Alabama",0.0328563857975623,0.000571755288736421,0.448598130841121,0.0848017621145375,0,0,0,1887,-1.76849155512561,2
"01003011416","Census Tract 114.16"," Baldwin County"," Alabama",0.0950080515297907,0.0220349967595593,0.390037593984962,0.171824973319104,0.00747065101387407,0.0214424951267057,0.0373532550693703,1863,-0.705713478639314,28
"01003011417","Census Tract 114.17"," Baldwin County"," Alabama",0.0478813559322034,0.0318602261048304,0.150259067357513,0.44187898089172,0,0.047682119205298,0.00636942675159236,2360,-1.08308877745418,16
"01003011418","Census Tract 114.18"," Baldwin County"," Alabama",0.0722077922077922,0.0838709677419355,0.231531531531532,0.303834808259587,0,0.0555555555555556,0.0422812192723697,1925,-0.549120924945011,33
"01003011419","Census Tract 114.19"," Baldwin County"," Alabama",0.123111782477341,0.0330166270783848,0.300392436674991,0.164045898852529,0.0165745856353591,0.0544444444444444,0.0348491287717807,5308,-0.394591568302397,39
"01003011501","Census Tract 115.01"," Baldwin County"," Alabama",0.150668286755772,0.0755041425668282,0.355850168350168,0.175021240441801,0.00679694137638063,0.05542071197411,0.0101954120645709,8503,-0.167029007992879,47
"01003011503","Census Tract 115.03"," Baldwin County"," Alabama",0.139227770091812,0.142289216498261,0.171692714065595,0.325809617271835,0.017909715407262,0.159647404505387,0.0196270853778214,7951,0.369975727382487,66
"01003011504","Census Tract 115.04"," Baldwin County"," Alabama",0.0687250996015936,0.105810928013877,0.315830115830116,0.144702842377261,0.0222868217054264,0.0201342281879195,0.0316537467700258,7028,-0.542825314105071,34
"01003011601","Census Tract 116.01"," Baldwin County"," Alabama",0.147096774193548,0.113294314381271,0.323787992966591,0.218841642228739,0.0208944281524927,0.0760456273764259,0.0223607038123167,6239,0.166707637547881,59
"01003011603","Census Tract 116.03"," Baldwin County"," Alabama",0.0610197826692672,0.05471562275018,0.379638916750251,0.165757162346521,0.0170532060027285,0.0346666666666667,0.0279672578444748,3589,-0.793016033102478,25
"01003011604","Census Tract 116.04"," Baldwin County"," Alabama",0.0998509687034277,0.0692079940784604,0.382335148215366,0.0181422351233672,0.0188679245283019,0.0119485294117647,0.00798258345428157,3355,-0.667505848689046,29
"01005950100","Census Tract 9501"," Barbour County"," Alabama",0.193021529324425,0.205153135634419,0.518030910131654,0.140566037735849,0.0367924528301887,0.0875179340028694,0.0292452830188679,2694,0.532400962228072,71
"01005950200","Census Tract 9502"," Barbour County"," Alabama",0.141318977119785,0.278368794326241,0.698785425101215,0.384872080088988,0.0611790878754171,0.073394495412844,0.172413793103448,3619,0.890394586022357,82
"01005950300","Census Tract 9503"," Barbour County"," Alabama",0.176923076923077,0.182450043440487,0.342105263157895,0.246879334257975,0.00416088765603329,0.0441860465116279,0.0818307905686547,1560,0.434251007459477,68
"01005950400","Census Tract 9504"," Barbour County"," Alabama",0.290258449304175,0.316593886462882,0.659979245935662,0.325660699062234,0.010230179028133,0.187022900763359,0.121057118499574,4008,1.21152180115175,90
"01005950500","Census Tract 9505"," Barbour County"," Alabama",0.153139356814701,0.173625254582485,0.478996865203762,0.123417721518987,0,0.049618320610687,0.0213607594936709,2626,-0.0665000818445493,51
"01005950600","Census Tract 9506"," Barbour County"," Alabama",0.261971830985915,0.164705882352941,0.268916155419223,0.369384359400998,0.0299500831946755,0.186602870813397,0.212978369384359,1775,1.18094667829693,89
"01005950700","Census Tract 9507"," Barbour County"," Alabama",0.152091254752852,0.146564885496183,0.372413793103448,0.325811001410437,0,0.209401709401709,0.13540197461213,1776,0.587836652884136,73
"01005950800","Census Tract 9508"," Barbour County"," Alabama",0.199445983379501,0.114832535885167,0.320101351351351,0.399568034557235,0.041036717062635,0.278246205733558,0.072354211663067,2166,1.00067738213325,85
"01005950900","Census Tract 9509"," Barbour County"," Alabama",0.302587923025879,0.233542319749216,0.357502095557418,0.531557614360162,0.0364794441227562,0.406471981057616,0.176027793862189,4533,1.55027371990784,97
"01007010001","Census Tract 100.01"," Bibb County"," Alabama",0.232532347504621,0.116968698517298,0.415576694411415,0.154994259471871,0.0378874856486797,0.0753846153846154,0.0574052812858783,2721,0.55368436625701,72
"01007010005","Census Tract 100.05"," Bibb County"," Alabama",0.138335778662754,0.202444841979726,0.433577572475311,0.247145735392881,0.0194761584956347,0.0781725888324873,0.0577568838146407,4798,0.454577323096082,68
"01007010006","Census Tract 100.06"," Bibb County"," Alabama",0.185266630016493,0.119964189794091,0.360778443113772,0.175238095238095,0.0647619047619048,0.0988505747126437,0.0171428571428571,1819,0.42325731490719,67
"01007010007","Census Tract 100.07"," Bibb County"," Alabama",0.0838150289017341,0.183739837398374,0.350326022525193,0.125638406537283,0.00204290091930541,0.199426111908178,0.017364657814096,2422,-0.203726513279536,46
"01007010008","Census Tract 100.08"," Bibb County"," Alabama",0.141323024054983,0.149837133550489,0.375694016039482,0.131918819188192,0,0.0471428571428571,0.0728782287822878,2328,-0.0140878118621036,52
"01007010009","Census Tract 100.09"," Bibb County"," Alabama",0.542110358180058,0.324917672886937,0.654892877822814,0.412359550561798,0,0.378912685337727,0.147191011235955,2587,1.34070922648014,93
"01007010010","Census Tract 100.10"," Bibb County"," Alabama",0.17381974248927,0.208819057273188,0.336184210526316,0.391806722689076,0,0.144620811287478,0.103991596638655,2470,0.724127242274674,77
"01007010011","Census Tract 100.11"," Bibb County"," Alabama",0.248058671268335,0.225776541492814,0.624707259953162,0.162612035851472,0.0115236875800256,0.057784911717496,0.029449423815621,3007,0.532442063210267,71
"01009050103","Census Tract 501.03"," Blount County"," Alabama",0.215002388915432,0.213762811127379,0.336464560204953,0.149390243902439,0.0350609756097561,0.0555555555555556,0,2140,0.385085372120922,66
"01009050104","Census Tract 501.04"," Blount County"," Alabama",0.0662547202197048,0.202368137782562,0.426814268142681,0.267337807606264,0.00335570469798658,0.0787878787878788,0.0760626398210291,2915,-0.129660583434996,48
"01009050105","Census Tract 501.05"," Blount County"," Alabama",0.186406460296097,0.185079726651481,0.404135997195934,0.423621278672523,0,0.0383304940374787,0.0644216691068814,4766,0.54064542326478,71
"01009050106","Census Tract 501.06"," Blount County"," Alabama",0.27136596055515,0.252485089463221,0.49124788255223,0.346053772766696,0,0.404674046740467,0.18733738074588,2854,1.14847131647194,88
"01009050107","Census Tract 501.07"," Blount County"," Alabama",0.174041297935103,0.178074245939675,0.348372781065089,0.214123006833713,0.041002277904328,0.0076103500761035,0.030751708428246,2373,0.404852686006626,67
"01009050200","Census Tract 502"," Blount County"," Alabama",0.114952851369555,0.152536483669215,0.264988009592326,0.16059379217274,0.0688259109311741,0.147128245476003,0.00269905533063428,4472,0.125862364796921,57
"01009050301","Census Tract 503.01"," Blount County"," Alabama",0.131265664160401,0.203919738684088,0.273115980758952,0.228085867620751,0.0670840787119857,0.0959792477302205,0.0161001788908766,3192,0.353773215911233,65
"01009050302","Census Tract 503.02"," Blount County"," Alabama",0.195444526083762,0.331818181818182,0.337571519389701,0.191312384473198,0.0609981515711645,0.0557065217391304,0.0203327171903882,2722,0.598065089535145,73
"01009050400","Census Tract 504"," Blount County"," Alabama",0.0975609756097561,0.229128014842301,0.401963993453355,0.221686746987952,0,0.081130355515041,0.0656626506024096,4477,-0.0118662908602328,53
"01009050501","Census Tract 505.01"," Blount County"," Alabama",0.120123998966675,0.105015673981191,0.317319337908761,0.262632978723404,0.0285904255319149,0.176470588235294,0.0671542553191489,3871,0.37442093467494,66
"01009050502","Census Tract 505.02"," Blount County"," Alabama",0.103857566765579,0.175649476541295,0.450019600156801,0.221030042918455,0.00214592274678112,0.0750407830342577,0.0529327610872675,3707,0.0417429166258537,54
"01009050601","Census Tract 506.01"," Blount County"," Alabama",0.128179043743642,0.152126099706745,0.33064857990674,0.152974504249292,0.0262039660056657,0.0901098901098901,0.0276203966005666,3975,0.140106465011519,58
"01009050603","Census Tract 506.03"," Blount County"," Alabama",0.0994005994005994,0.0617088607594937,0.178297405918889,0.0636042402826855,0.0219081272084806,0.170709793351303,0.0183745583038869,4004,-0.446640410213577,37
"01009050604","Census Tract 506.04"," Blount County"," Alabama",0.133776792313378,0.0743931088488645,0.305754276827372,0.0733571064696893,0.0234335201222618,0.127729980145599,0.00407539480387163,5497,-0.213297728601763,45
"01009050701","Census Tract 507.01"," Blount County"," Alabama",0.111190053285968,0.221271393643032,0.335034013605442,0.132854578096948,0.0219928186714542,0.0963139120095125,0.0368043087971275,5630,0.124447016637754,57
"01009050702","Census Tract 507.02"," Blount County"," Alabama",0.236559139784946,0.103238866396761,0.292441860465116,0.178801843317972,0.0359447004608295,0.0823170731707317,0.0175115207373272,2697,0.401857457503265,67
"01011952100","Census Tract 9521"," Bullock County"," Alabama",0.108359133126935,0.120722433460076,0.491257285595337,0.272430668841762,0,0.206521739130435,0.0831973898858075,1618,0.186392287557096,59
"01011952201","Census Tract 9522.01"," Bullock County"," Alabama",0.408975444538527,0.183165382335507,0.423835832675612,0.431730769230769,0.0932692307692308,0.361111111111111,0.184615384615385,2417,1.58628104640526,97
"01011952202","Census Tract 9522.02"," Bullock County"," Alabama",0.277576555811656,0.366238894373149,0.606588413479743,0.444929116684842,0.044711014176663,0.436254980079681,0.11123227917121,3998,1.53463180369732,96
"01011952500","Census Tract 9525"," Bullock County"," Alabama",0.169491525423729,0.22875,0.323795180722892,0.26727066817667,0.0271800679501699,0.152011922503726,0.103057757644394,2124,0.83319504006237,80
"01013952700","Census Tract 9527"," Butler County"," Alabama",0.280614550384094,0.177511415525114,0.351107465135357,0.545918367346939,0,0.209090909090909,0.0663265306122449,2329,1.04150576949675,86
"01013952800","Census Tract 9528"," Butler County"," Alabama",0.102200141944642,0.0752808988764045,0.201101928374656,0.15,0,0.0921409214092141,0,1409,-0.654530405661117,30
"01013952900","Census Tract 9529"," Butler County"," Alabama",0.238224147265836,0.0960960960960961,0.410655737704918,0.405909797822706,0,0.0612244897959184,0.0855365474339036,1860,0.546221125903111,71
"01013953000","Census Tract 9530"," Butler County"," Alabama",0.110062893081761,0.0768156424581006,0.335227272727273,0.268472906403941,0.0123152709359606,0.172043010752688,0.00985221674876847,954,-0.0393184484497594,52
"01013953100","Census Tract 9531"," Butler County"," Alabama",0.32925430210325,0.111413043478261,0.481601032924467,0.487603305785124,0.00734618916437098,0.237741456166419,0.105601469237833,2674,1.1455284576121,88
"01013953200","Census Tract 9532"," Butler County"," Alabama",0.145148138081,0.106212424849699,0.329962073324905,0.203876525484566,0,0.131818181818182,0.0646087580760948,3679,0.139416923871154,58
"01013953300","Census Tract 9533"," Butler County"," Alabama",0.227565982404692,0.151537884471118,0.381818181818182,0.175824175824176,0.0125588697017268,0.175050301810865,0.0141287284144427,1801,0.553758126422551,72
"01013953400","Census Tract 9534"," Butler County"," Alabama",0.219188767550702,0.114949037372593,0.429605263157895,0.2666015625,0,0.1296875,0.05859375,2564,0.49385682499776,70
"01013953500","Census Tract 9535"," Butler County"," Alabama",0.152599594868332,0.189423076923077,0.311989100817439,0.19047619047619,0.00476190476190476,0.036697247706422,0.046031746031746,1537,0.185936053584416,59
"01015000200","Census Tract 2"," Calhoun County"," Alabama",0.241994325091204,0.162408759124088,0.370674486803519,0.411981566820276,0.0147465437788018,0.210869565217391,0.0976958525345622,2477,1.09521000922714,87
"01015000300","Census Tract 3"," Calhoun County"," Alabama",0.216911764705882,0.185714285714286,0.384092454112848,0.549701789264413,0.0159045725646123,0.3125,0.209741550695825,2448,1.28871426642711,92
"01015000400","Census Tract 4"," Calhoun County"," Alabama",0.224809160305344,0.266589728793999,0.462432223082882,0.374283374283374,0.018018018018018,0.236559139784946,0.0909090909090909,2637,1.17531529870651,89
"01015000500","Census Tract 5"," Calhoun County"," Alabama",0.365714285714286,0.149874055415617,0.530679933665008,0.275449101796407,0,0.2152466367713,0.295409181636727,1050,0.989311564096253,84
"01015000600","Census Tract 6"," Calhoun County"," Alabama",0.489973262032086,0.191851851851852,0.663117870722433,0.580872011251758,0,0.365781710914454,0.320675105485232,1780,1.40086832235293,94
"01015000700","Census Tract 7"," Calhoun County"," Alabama",0.262513904338154,0.17125550660793,0.41421143847487,0.663514578408195,0.0425531914893617,0.377459749552773,0.275019700551615,2919,1.53986749308819,96
"01015000800","Census Tract 8"," Calhoun County"," Alabama",0.314814814814815,0.306413301662708,0.561111111111111,0.638474295190713,0.0099502487562189,0.2152466367713,0.281923714759536,1554,1.50979436164068,96
"01015000900","Census Tract 9"," Calhoun County"," Alabama",0.0819975339087546,0.0615877536489854,0.313148788927336,0.217726396917148,0,0.108849557522124,0.037893384714194,3416,-0.533449255984862,34
"01015001000","Census Tract 10"," Calhoun County"," Alabama",0.0427366104181952,0.0947067981318111,0.249740214755802,0.286755771567436,0,0.197538860103627,0,5452,-0.7532845594591,27
"01015001101","Census Tract 11.01"," Calhoun County"," Alabama",0.024745269286754,0.104570637119114,0.339825386165212,0.240184757505774,0,0.184126984126984,0,2061,-0.918542414129039,21
"01015001102","Census Tract 11.02"," Calhoun County"," Alabama",0.308575803981623,0.220779220779221,0.482509047044632,0.916382252559727,0.00511945392491468,0.509915014164306,0.0784982935153584,1306,1.45482871821994,95
"01015001103","Census Tract 11.03"," Calhoun County"," Alabama",0.173428995546759,0.145533141210375,0.29864451246174,0.16969696969697,0.0424242424242424,0.198228128460687,0.0498316498316498,4074,0.613885955170842,74
"01015001201","Census Tract 12.01"," Calhoun County"," Alabama",0.171838505171839,0.198942815953868,0.314576634512326,0.330335241210139,0,0.180327868852459,0.0768601798855274,3193,0.637044507203943,74
"01015001202","Census Tract 12.02"," Calhoun County"," Alabama",0.299442586399108,0.167023554603854,0.247373771602846,0.236393622869709,0.0203408466190214,0.160869565217391,0.0324354040681693,4490,0.814723373467932,79
"01015001300","Census Tract 13"," Calhoun County"," Alabama",0.194915254237288,0.148969889064976,0.410546139359699,0.340486409155937,0.00429184549356223,0.14321608040201,0.067238912732475,2124,0.722263036537263,77
"01015001400","Census Tract 14"," Calhoun County"," Alabama",0.25994362668337,0.1455525606469,0.378221988427144,0.255492270138324,0,0.225882352941176,0.0471928397070789,3193,0.68389287771778,76
"01015001501","Census Tract 15.01"," Calhoun County"," Alabama",0.190180032733224,0.210596616206589,0.396151948692649,0.255632582322357,0.0268630849220104,0.143014301430143,0.00693240901213172,3055,0.625247718676427,74
"01015001502","Census Tract 15.02"," Calhoun County"," Alabama",0.0810810810810811,0.0950871632329636,0.427606177606178,0.15025041736227,0,0.109195402298851,0,1924,-0.635298059270015,31
"01015001600","Census Tract 16"," Calhoun County"," Alabama",0.186655162496405,0.277696793002915,0.344204495372411,0.282956058588549,0.0179760319573901,0.0880829015544041,0.0625832223701731,3477,0.757912838518495,78
"01015001700","Census Tract 17"," Calhoun County"," Alabama",0.124407208346506,0.106352605281941,0.330322265625,0.263019693654267,0,0.0920810313075506,0.0805251641137856,6326,0.0708807198191078,55
"01015001801","Census Tract 18.01"," Calhoun County"," Alabama",0.226363636363636,0.16162310866575,0.335146159075459,0.450549450549451,0,0.288718929254302,0.0341880341880342,2200,0.816188042839902,80
"01015001802","Census Tract 18.02"," Calhoun County"," Alabama",0.10188019239178,0.106231837261866,0.41638608305275,0.176129779837775,0.018539976825029,0.121645796064401,0.00869061413673233,4588,-0.118598861758913,49
"01015002001","Census Tract 20.01"," Calhoun County"," Alabama",0.113179448994788,0.0260290556900726,0.256990679094541,0.0645569620253165,0,0.0427350427350427,0.0569620253164557,2686,-0.800133817368219,25
"01015002002","Census Tract 20.02"," Calhoun County"," Alabama",0.0564959796868388,0.103830041891083,0.415068015347053,0.108374384236453,0,0.0388580491673275,0.00766283524904215,4726,-0.979195283823602,19
"01015002101","Census Tract 21.01"," Calhoun County"," Alabama",0.48143115942029,0.115618661257606,0.551360627604805,0.925892040256176,0.0155535224153705,0.0501672240802676,0.107959743824337,4388,1.17926334549052,89
"01015002102","Census Tract 21.02"," Calhoun County"," Alabama",0.185099252384635,0.0346368715083799,0.224752111641572,0.221204188481675,0.00261780104712042,0.124742268041237,0.0255235602094241,3879,-0.067953307821696,51
"01015002104","Census Tract 21.04"," Calhoun County"," Alabama",0.203120867495372,0.146179401993355,0.274890916303054,0.38360450563204,0.0331664580725907,0.188106796116505,0.0738423028785982,4033,0.964500441873238,84
"01015002105","Census Tract 21.05"," Calhoun County"," Alabama",0.264937623112278,0.112825458052073,0.440414507772021,0.561209439528024,0.0110619469026549,0.202020202020202,0.116519174041298,3046,1.13408711727579,88
"01015002200","Census Tract 22"," Calhoun County"," Alabama",0.191643454038997,0.170470262793914,0.402533714752758,0.178889650445511,0,0.0416184971098266,0.0356408498971899,3673,0.193737243941662,60
"01015002300","Census Tract 23"," Calhoun County"," Alabama",0.152317880794702,0.0880352140856343,0.247316267547481,0.431736954967834,0.0257326661901358,0.131528046421663,0.0528949249463903,3775,0.521408038167168,71
"01015002400","Census Tract 24"," Calhoun County"," Alabama",0.153719397363465,0.138563745650111,0.441747572815534,0.117205542725173,0.00288683602771363,0.106804478897502,0.0225173210161663,4262,0.0726450973784541,56
"01015002502","Census Tract 25.02"," Calhoun County"," Alabama",0.126403823178017,0.130875887724045,0.363241106719368,0.122560975609756,0.0268292682926829,0.20919175911252,0.0567073170731707,4265,0.301396804502746,63
"01015002503","Census Tract 25.03"," Calhoun County"," Alabama",0.100145560407569,0.0797355114741346,0.229683698296837,0.06646294881589,0.00229182582123759,0.0276497695852535,0.0229182582123759,3435,-0.683876268689076,29
"01015002504","Census Tract 25.04"," Calhoun County"," Alabama",0.0512518409425626,0.0970575318401405,0.362973760932945,0.121848739495798,0,0.0587628865979381,0,3408,-1.05371216250151,17
